# This is a bar (= "|") separated ascii table having the following columns: 
#  1 SNAME: SINGG name
#  2 NEDNAME: NED name
#  3 NNEDMATCH: Number of NED position matches
#  4 SEPNED: Separation master to best NED match [arcsec]
#  5 OBJTYP: Object type from NED
#  6 MORPH: Morphology from NED
#  7 NREF: Number of references for best NED match
#  8 NREFTOT: Sum of all references to NED matched objects
#  9 HAFLAG: Halpha status flag [-1:1] (master)
# 10 UVFLAG: GALEX status flag [-1:3] (master)
# 11 RA: RA master db (J2000) [deg]
# 12 DEC: Dec master db (J2000) [deg]
# 13 LMHI: Log(M_HI [Msun])
# 14 VHEL: Heliocentric velocity (from HIPASS) [km/s]
# 15 MAGR: R-band apparent magnitude [ABmag] (SINGG)
# 16 MUER: R-band surface bright dust corr [ABmag/arcsec^2] (SINGG)
# 17 RER: R-band half-light radius [arcsec] (SINGG)
# 18 RMAXR: Maximum radius for R-band and H-alpha [arcsec] (SINGG)
# 19 FLXNUV: NUV flux full aperture [erg/cm^2/sec/A] (SUNGG)
# 20 SENUV: NUV eff surf bright [ABmag/arcsec^2] (SUNGG)
# 21 RENUV: NUV half-light radius [arcsec] (SUNGG)
# 22 RMAXNUV: UV full flux aperture radius [arcsec] (SUNGG)
J0236+00|APMUKS(BJ) B023408.83-001402.0|4|0.335387|G||1|1|-1|-1|39.177083|-0.017166667|8.34305|1120.10|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000
J0238+00|VV 648 NED02|7|5.76267|G||7|14|-1|-1|39.715417|0.50969444|8.80478|1461.80|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000
J0239-08|NGC 1035|8|0.00000|G|SA(s)c?|149|199|-1|3|39.871208|-8.1329441|9.00872|1245.90|0.00000|0.00000|0.00000|0.00000|1.58900e-14|22.3941|26.4110|171.600
J0240+01|UGC 02162|13|4.66610|G|IB(s)m|41|42|-1|-1|40.097500|1.2293611|8.55326|1181.50|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000
J0240-06|UGCA 038|0|0.00752872|G|SB(s)m:|19|19|-1|3|40.125790|-6.1063890|8.86451|1324.80|0.00000|0.00000|0.00000|0.00000|2.14700e-15|26.5474|27.8610|145.200
J0240-08|NGC 1042|12|0.499682|G|SAB(rs)cd      NLAGN|168|179|1|3|40.099743|-8.4336023|9.58988|1370.60|10.8325|21.3613|66.0609|229.636|8.83700e-14|24.1176|84.4930|290.400
J0241+00|NGC 1055|3|1.24159|G|SBb: sp;Sy2   LINER2|245|248|1|-1|40.438114|0.44314423|9.75689|993.600|10.2994|21.4499|87.7566|248.860|0.00000|0.00000|0.00000|0.00000
J0241-06|NGC 0961|2|0.447658|G|SB(rs)m pec|28|28|-1|3|40.260262|-6.9358640|9.20791|1294.30|0.00000|0.00000|0.00000|0.00000|2.16400e-14|23.7414|36.0470|192.000
J0242+00|MESSIER 077|72|0.188869|G|(R)SA(rs)b;Sy1 Sy2|1911|2004|1|3|40.669628|-0.013225418|9.16775|1142.00|8.55697|17.5413|38.2058|386.288|2.92800e-13|22.6500|137.700|277.200
J0243+01|NGC 1073|8|6.84091|G|SB(rs)c|282|290|-1|-1|40.918333|1.3742778|9.62865|1208.10|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000
